Compound Name,Lot,Attrition resistance,Thermal Stability,Average particle size,Particle size distribution,density,rare earth oxides,catalyst surface area,micropore surface area,zeolite surface area,X-ray fluorescence
Compound_417,Lot_1,85.8412,651.9372,5.6822,1.3153,1.1672,1.9926,110.4517,18.5606,216.3161,0.0941
Compound_417,Lot_2,92.796,649.9941,5.9573,1.2415,1.1711,1.9753,107.6314,17.7246,229.7178,0.0965
Compound_417,Lot_3,85.8835,601.1825,6.0583,1.205,1.2698,1.9034,105.5425,19.0318,226.522,0.0947
Compound_418,Lot_1,82.7555,853.309,5.0813,1.5391,1.4422,5.0438,198.6397,85.5545,233.8069,0.3032
Compound_418,Lot_2,82.6205,862.1069,5.1397,1.6007,1.3762,5.1606,197.4216,82.9428,219.6448,0.3021
Compound_418,Lot_3,84.7152,859.4332,4.9798,1.637,1.4426,5.0033,196.3264,79.3278,241.3339,0.3188
Compound_419,Lot_1,89.6561,769.6008,6.9314,1.0943,0.8947,3.0677,83.6871,62.3407,359.1679,0.7177
Compound_419,Lot_2,85.3101,827.7977,7.0365,1.1118,0.8494,3.3141,82.9993,61.5805,362.1477,0.7146
Compound_419,Lot_3,86.1369,840.8979,7.4617,1.1566,0.9351,3.0354,80.2735,60.5286,361.219,0.7337
Compound_420,Lot_1,90.8867,892.6016,5.6475,1.9357,1.1737,0.8841,54.7499,35.5882,276.0432,0.6224
Compound_420,Lot_2,97.6555,851.2897,5.3132,2.0188,1.2124,0.9102,57.9112,37.156,288.7131,0.5947
Compound_420,Lot_3,95.1,826.7711,5.7535,1.9042,1.1957,0.9662,59.0596,36.3138,266.7039,0.6162
Compound_421,Lot_1,100.0711,663.6453,2.0517,2.3503,0.9079,2.3965,200.4324,57.9746,134.8466,0.0597
Compound_421,Lot_2,95.3481,670.3863,2.0602,2.3381,0.9008,2.4722,199.6955,56.7129,130.9232,0.0593
Compound_421,Lot_3,94.9504,679.8788,2.0844,2.5368,0.9123,2.2808,201.7007,56.7791,130.583,0.0568
Compound_422,Lot_1,82.7366,762.1676,5.9445,0.9381,1.1865,4.1292,60.4952,55.8699,381.3491,0.2623
Compound_422,Lot_2,81.7772,737.5452,5.9771,0.987,1.2487,4.1776,59.3246,52.9044,381.9026,0.2459
Compound_422,Lot_3,81.7513,775.0302,5.8865,0.9795,1.1874,4.3008,61.6963,54.4209,364.1227,0.2417
Compound_423,Lot_1,87.6436,769.7377,8.8344,2.0946,1.2192,3.7127,143.2599,70.1489,278.4132,0.1925
Compound_423,Lot_2,82.7232,787.8485,9.1562,2.0598,1.1949,3.7694,136.2452,67.2467,298.8665,0.19
Compound_423,Lot_3,88.0998,809.7192,8.811,2.0603,1.2392,3.7425,134.9993,66.4885,283.5633,0.1961
Compound_424,Lot_1,93.2953,799.6062,4.4401,2.3851,0.8286,1.5629,61.4395,79.5677,375.5732,0.3265
Compound_424,Lot_2,95.795,764.1514,4.3366,2.2964,0.7865,1.5739,67.1164,81.3717,369.6338,0.3278
Compound_424,Lot_3,98.0525,738.08,4.1259,2.2648,0.8208,1.5659,61.5219,80.0104,365.5713,0.3349
Compound_425,Lot_1,93.5755,718.3249,7.4722,1.4296,1.0815,4.6285,113.8072,21.0614,317.6308,0.933
Compound_425,Lot_2,91.0462,731.5727,7.8699,1.4463,1.1152,4.8349,111.3315,20.5171,344.87,0.9439
Compound_425,Lot_3,93.1469,696.8087,8.1332,1.397,1.0577,4.7597,109.8416,21.7643,329.4008,0.9853
Compound_426,Lot_1,86.205,637.6165,4.2108,1.5535,0.9448,3.159,312.1382,51.2897,250.821,0.4081
Compound_426,Lot_2,84.9494,625.3872,3.8843,1.5396,0.9047,3.1754,313.7901,52.6919,251.4094,0.4123
Compound_426,Lot_3,89.241,628.2034,3.8905,1.5705,0.9478,3.3715,312.2355,50.9289,240.6235,0.4195
Compound_427,Lot_1,82.0048,877.2043,4.67,1.2873,1.2898,2.2375,212.3688,15.2196,431.6105,0.9789
Compound_427,Lot_2,78.2419,833.3156,4.5502,1.3237,1.2825,2.3098,213.8161,15.4706,437.9289,0.9086
Compound_427,Lot_3,81.3234,862.0628,4.6347,1.2537,1.2088,2.1433,208.5715,15.9895,411.9806,0.9261
Compound_428,Lot_1,88.9346,891.4316,2.3863,1.503,1.26,2.8475,144.9109,39.0395,157.7987,0.3985
Compound_428,Lot_2,88.7268,854.1752,2.3566,1.4076,1.2581,2.9313,152.0637,40.2797,147.0531,0.3952
Compound_428,Lot_3,94.9974,874.9312,2.3612,1.4993,1.1781,2.9232,148.0906,41.2499,143.477,0.3984
Compound_429,Lot_1,79.9441,784.6075,2.9447,0.6287,1.2339,2.9859,268.7846,63.2121,233.9835,0.7658
Compound_429,Lot_2,81.0026,798.819,2.8327,0.6475,1.2232,3.1099,281.3417,61.5199,231.6892,0.8078
Compound_429,Lot_3,86.4229,817.499,2.8816,0.5973,1.1776,2.9463,264.0055,64.3285,227.693,0.8409
Compound_430,Lot_1,86.3444,651.5753,6.1193,2.367,1.0433,1.5028,89.1499,22.7781,262.9252,0.584
Compound_430,Lot_2,87.7381,599.4929,6.1986,2.2536,1.095,1.5336,87.1754,22.7306,275.1195,0.5894
Compound_430,Lot_3,89.3877,612.4604,6.3515,2.3763,1.0376,1.4764,84.3091,24.7594,286.1654,0.5849
Compound_431,Lot_1,80.4031,890.637,7.7839,1.6221,1.4021,0.3934,171.811,65.934,440.0983,0.7966
Compound_431,Lot_2,81.6819,899.9254,7.7696,1.6059,1.3361,0.3898,161.8194,68.1201,425.7384,0.7517
Compound_431,Lot_3,84.2212,898.0659,7.7627,1.6278,1.3319,0.3983,175.7287,64.6313,434.4224,0.8197
Compound_432,Lot_1,86.7129,876.9633,2.1659,2.323,1.4934,0.9231,230.8564,14.0798,274.0206,0.5164
Compound_432,Lot_2,86.4382,891.9179,2.1797,2.3227,1.41,0.9108,237.0625,13.9032,267.7725,0.4926
Compound_432,Lot_3,85.0442,910.3317,2.212,2.1891,1.4917,0.9171,236.3385,13.792,249.5515,0.5279
Compound_433,Lot_1,94.1132,900.4081,7.2374,1.4499,1.4345,4.8786,55.9568,102.7037,139.9382,0.84
Compound_433,Lot_2,92.1935,883.167,6.9292,1.4236,1.3687,4.7869,54.1016,102.5897,135.22,0.8166
Compound_433,Lot_3,91.0204,841.8558,7.3196,1.4333,1.3865,4.801,55.9891,98.6831,130.167,0.7965
Compound_434,Lot_1,85.8171,658.1578,4.9263,1.737,1.023,0.2744,198.3378,87.8026,257.7091,0.21
Compound_434,Lot_2,85.6872,627.2528,5.1741,1.7414,1.0585,0.2824,196.2469,92.539,248.6479,0.2079
Compound_434,Lot_3,86.7019,666.2615,4.9365,1.8126,1.0786,0.2677,202.1664,89.0245,250.2008,0.2151
Compound_435,Lot_1,92.0842,605.1899,8.4932,2.0884,1.182,1.7963,256.5064,59.693,423.2732,0.6574
Compound_435,Lot_2,85.6142,628.0731,8.5394,2.1909,1.2648,1.8104,244.9901,59.0416,425.6837,0.6019
Compound_435,Lot_3,92.524,588.3044,8.5474,2.1995,1.2537,1.7794,255.5805,58.7379,440.9392,0.6216
Compound_436,Lot_1,99.5448,753.3283,4.6429,2.4197,1.2115,3.1054,102.0791,63.9509,322.1977,0.1845
Compound_436,Lot_2,96.0632,774.0458,4.8071,2.4025,1.2316,2.9576,106.4589,67.0485,321.4617,0.1832
Compound_436,Lot_3,94.4027,754.039,4.7193,2.3926,1.1411,3.0148,104.2984,63.8656,316.5193,0.1875
Compound_437,Lot_1,82.8672,815.7799,7.545,1.4908,0.916,3.3407,70.8896,49.2898,170.2758,0.1879
Compound_437,Lot_2,85.1345,753.0184,7.5224,1.5151,0.9129,3.4741,68.6571,50.0309,162.3418,0.1798
Compound_437,Lot_3,78.3675,767.275,7.9608,1.6231,0.9646,3.3409,66.7754,51.4627,157.824,0.192
Compound_438,Lot_1,84.375,692.2719,1.4529,1.3643,1.1354,2.3642,140.1343,86.3508,151.6344,0.5192
Compound_438,Lot_2,87.5736,746.9324,1.4028,1.3076,1.1113,2.4374,150.2893,85.8432,164.0133,0.521
Compound_438,Lot_3,82.1719,725.3255,1.3881,1.2865,1.1277,2.5258,144.3215,86.8376,161.7983,0.5195
Compound_439,Lot_1,83.1554,608.2498,6.2746,1.638,1.4288,2.6507,282.9407,14.9993,136.2779,0.0438
Compound_439,Lot_2,78.6945,598.8946,5.9805,1.6387,1.4743,2.7415,284.8297,14.4722,137.2059,0.0459
Compound_439,Lot_3,80.2476,620.7561,6.1806,1.676,1.424,2.7172,279.0475,15.0095,143.3978,0.042
Compound_440,Lot_1,86.4015,769.287,6.8229,0.5612,1.5031,4.0829,126.9804,16.1294,172.9273,0.1208
Compound_440,Lot_2,81.4992,744.714,6.5768,0.5889,1.4304,4.4177,125.1428,17.0627,163.262,0.1257
Compound_440,Lot_3,80.5623,782.3947,6.695,0.6049,1.4432,4.4158,120.067,16.1051,169.5426,0.1326
Compound_441,Lot_1,83.6828,724.2685,3.223,1.27,1.4193,3.3061,296.2858,23.7293,258.0983,0.582
Compound_441,Lot_2,79.0905,759.0212,3.2694,1.2447,1.5368,3.5628,283.2757,21.7866,249.3817,0.5642
Compound_441,Lot_3,80.1069,778.9906,3.12,1.1602,1.4942,3.4974,282.9313,23.3982,251.3025,0.5365
Compound_442,Lot_1,78.2014,613.9218,6.9497,1.8535,1.0924,2.4129,151.5366,11.7118,236.3461,0.1786
Compound_442,Lot_2,83.9861,583.2942,6.8829,1.7083,1.0657,2.4324,160.9995,12.3461,240.7735,0.174
Compound_442,Lot_3,78.6414,586.6325,6.8588,1.7948,1.0708,2.5376,161.3767,11.9695,238.9515,0.1799
Compound_443,Lot_1,79.4655,924.0982,6.1979,2.0064,1.0054,1.9438,108.7434,19.4127,165.4364,0.762
Compound_443,Lot_2,81.167,847.5995,6.5099,2.011,1.0572,2.018,113.7778,19.1951,179.0935,0.773
Compound_443,Lot_3,81.9689,930.8326,6.506,2.0342,0.9731,2.0432,111.3896,18.1133,163.4702,0.7784
Compound_444,Lot_1,97.4396,776.9267,5.5015,2.3274,0.8882,1.3948,133.4141,77.6165,521.5529,0.2367
Compound_444,Lot_2,90.3698,726.5185,5.1668,2.4311,0.8539,1.4185,143.287,80.5233,513.8228,0.2365
Compound_444,Lot_3,98.0133,731.898,5.3987,2.3776,0.8248,1.3844,134.9068,77.1589,501.224,0.2526
Compound_445,Lot_1,98.0709,853.0334,2.8812,1.2531,1.0884,5.1273,98.8061,80.611,234.6849,0.7348
Compound_445,Lot_2,99.2971,865.1363,3.1075,1.2382,1.1352,4.6798,94.993,85.3572,233.3918,0.699
Compound_445,Lot_3,94.8504,855.8703,2.8955,1.2901,1.0684,5.0441,91.5077,83.4175,231.4972,0.7373
Compound_446,Lot_1,85.7969,781.9957,8.6377,2.0193,1.4516,0.3108,213.2768,22.8332,268.8338,0.5219
Compound_446,Lot_2,87.0063,809.7819,8.5371,2.2014,1.4307,0.2859,213.5926,23.1021,267.7833,0.5281
Compound_446,Lot_3,89.4083,797.511,8.7048,2.0564,1.372,0.314,231.6495,22.1894,274.9605,0.53
Compound_447,Lot_1,85.3807,731.7822,9.559,0.7973,1.283,1.9323,86.1526,25.0251,460.5672,0.8923
Compound_447,Lot_2,90.0032,772.194,10.1925,0.7445,1.2495,2.0481,86.5666,23.7536,456.8288,0.9112
Compound_447,Lot_3,86.9678,742.9895,9.8175,0.7635,1.2575,1.9932,79.7447,25.4354,500.647,0.9178
Compound_448,Lot_1,101.8622,911.8486,2.79,1.1555,1.2172,2.3774,154.66,44.2815,335.3312,0.577
Compound_448,Lot_2,100.0553,868.8072,2.9942,1.2135,1.2396,2.5253,156.5395,42.1312,340.2153,0.5899
Compound_448,Lot_3,94.7496,930.2021,3.0019,1.2181,1.2911,2.5071,152.6646,44.2798,343.6021,0.5712
Compound_449,Lot_1,84.706,743.1276,5.7478,1.6885,0.9531,3.8198,54.3572,42.0908,423.0773,0.5914
Compound_449,Lot_2,86.4293,768.5373,5.829,1.6954,0.9157,3.598,54.105,43.4294,395.9466,0.5435
Compound_449,Lot_3,81.115,746.9081,6.2073,1.6266,0.9514,3.5863,54.9823,40.3951,408.3778,0.569
Compound_450,Lot_1,83.3794,836.4634,6.404,2.0106,1.2516,3.1384,166.7178,21.6671,202.3667,0.4366
Compound_450,Lot_2,86.5736,771.3487,5.8135,2.0272,1.2911,3.0453,177.8522,21.5828,202.0048,0.4119
Compound_450,Lot_3,81.0354,845.2926,5.8894,2.0456,1.2663,3.0471,179.475,21.1119,203.3212,0.3991
Compound_451,Lot_1,94.482,764.76,3.6617,0.5086,1.1938,1.4171,233.9791,12.3975,334.6166,0.9123
Compound_451,Lot_2,90.3072,723.3645,3.5658,0.5156,1.1032,1.4487,242.8295,11.9627,324.6479,0.9785
Compound_451,Lot_3,93.7557,724.3524,3.557,0.5189,1.1555,1.447,235.2186,12.5224,327.9335,0.9611
Compound_452,Lot_1,87.59,733.3306,1.873,1.7056,1.1592,2.1287,171.7908,88.1273,178.2151,0.0224
Compound_452,Lot_2,84.5684,718.7056,1.7418,1.7271,1.1879,2.0526,182.1703,91.1313,173.9812,0.0232
Compound_452,Lot_3,80.0484,719.1232,1.8636,1.7115,1.1842,2.0047,180.4659,89.2993,187.3426,0.0223
Compound_453,Lot_1,98.4653,803.1644,9.1444,1.7011,1.3765,2.1492,244.7638,88.0263,341.515,0.1824
Compound_453,Lot_2,100.6221,735.2865,9.3531,1.6258,1.3972,2.1321,241.7597,93.3515,317.7808,0.1811
Compound_453,Lot_3,95.064,777.8126,9.2347,1.6192,1.3692,2.1753,232.6008,96.3453,329.5177,0.1751
Compound_454,Lot_1,82.0313,662.3378,3.1798,1.0759,1.1332,2.9596,158.1643,63.0477,133.9794,0.0918
Compound_454,Lot_2,89.4637,685.2146,3.3189,1.0777,1.1482,2.9238,158.4937,67.6831,129.075,0.0876
Compound_454,Lot_3,86.6388,656.0014,3.2053,1.0795,1.2469,2.9327,157.1328,63.5497,132.8175,0.0857
Compound_455,Lot_1,80.9563,738.4776,2.7843,1.0775,1.0678,4.2219,51.0142,65.3137,381.7328,0.7689
Compound_455,Lot_2,79.286,731.1645,3.0249,1.1024,1.0627,4.1282,53.5088,71.21,351.2463,0.8237
Compound_455,Lot_3,80.6915,747.2328,2.8397,1.0917,1.0993,4.0794,54.5296,69.3952,377.7106,0.7779
Compound_456,Lot_1,97.9587,584.9272,2.3632,2.3158,1.1425,2.8791,211.634,72.2737,466.4351,1.0412
Compound_456,Lot_2,97.1147,612.2833,2.4395,2.3623,1.114,2.7807,214.2503,69.8661,479.976,1.04
Compound_456,Lot_3,94.9708,609.7321,2.4746,2.1792,1.1203,2.923,224.4002,71.2221,450.2445,0.9576
Compound_457,Lot_1,95.2186,660.3603,8.6073,0.6163,0.9861,4.6439,109.5534,28.9587,160.4192,0.8781
Compound_457,Lot_2,97.2882,719.7749,9.2451,0.6012,0.9438,4.5213,115.6306,29.3682,159.4563,0.8241
Compound_457,Lot_3,97.0375,654.0571,8.9182,0.6217,0.9222,4.498,110.1654,31.0389,160.4097,0.8964
Compound_458,Lot_1,93.3748,821.4527,3.0507,1.9801,1.3316,1.5739,156.9781,28.0817,472.3825,0.6445
Compound_458,Lot_2,86.9206,818.0168,3.1738,2.0687,1.2738,1.6325,145.0366,28.3661,499.4332,0.6162
Compound_458,Lot_3,86.2501,768.5,3.1757,2.1,1.3394,1.5762,150.3189,27.4806,467.1495,0.6707
Compound_459,Lot_1,94.7678,725.5564,7.7702,2.0655,1.3416,4.7635,151.8688,21.4355,361.4886,0.7076
Compound_459,Lot_2,101.8573,674.255,7.8657,2.1313,1.2618,4.7927,155.6619,21.4756,363.7453,0.7532
Compound_459,Lot_3,96.8339,672.6241,7.9783,2.0707,1.2254,4.7691,146.1084,21.2047,374.3683,0.714
Compound_460,Lot_1,92.4766,662.3371,5.3833,1.0939,1.0628,3.0868,239.1164,31.4339,253.3749,0.2723
Compound_460,Lot_2,95.9111,633.8733,5.5347,1.1461,1.0491,3.3199,247.6309,29.6284,270.5766,0.2659
Compound_460,Lot_3,88.2437,661.5994,5.3026,1.1225,1.0462,3.3038,236.0157,30.7731,254.1663,0.2655
Compound_461,Lot_1,81.2987,854.6755,8.9037,1.2545,1.2968,4.5503,262.588,26.2475,490.8676,0.3735
Compound_461,Lot_2,86.6685,854.1919,9.2173,1.2868,1.3696,4.4943,250.2436,26.6246,475.5359,0.3782
Compound_461,Lot_3,85.2055,847.1143,9.3393,1.2622,1.2742,4.3419,264.944,26.2071,495.2031,0.3626
Compound_462,Lot_1,84.103,622.3474,5.3804,0.7032,0.9651,1.5065,240.5336,85.1934,222.687,0.8899
Compound_462,Lot_2,84.6992,589.8935,5.4922,0.7456,0.9388,1.5619,243.603,85.2948,224.2644,0.8988
Compound_462,Lot_3,88.3261,648.7269,5.3447,0.7486,0.9453,1.5196,257.3178,87.6482,216.9611,0.8734
Compound_463,Lot_1,95.5225,835.418,2.2735,1.9333,1.4346,3.4219,126.563,56.656,362.6016,0.4949
Compound_463,Lot_2,94.3751,809.7012,2.3378,1.8891,1.4289,3.4762,138.0704,52.5371,355.3232,0.5154
Compound_463,Lot_3,97.9796,789.5503,2.2529,1.7976,1.4721,3.4596,128.378,54.1307,352.192,0.5269
Compound_464,Lot_1,79.884,696.9712,8.4526,2.2932,0.9109,4.6646,136.481,71.2957,408.9237,0.7768
Compound_464,Lot_2,78.6365,707.1709,8.5856,2.2808,0.9257,4.7814,129.6264,70.8472,409.2243,0.8261
Compound_464,Lot_3,86.0809,684.4073,7.8416,2.3107,0.8656,4.8539,137.1441,68.2884,413.9707,0.7983
Compound_465,Lot_1,101.8205,664.0314,8.8655,0.7735,1.2929,3.7794,228.7159,33.4749,469.9423,0.168
Compound_465,Lot_2,99.1898,677.4863,9.1539,0.7262,1.2757,3.6349,216.9397,34.0764,443.292,0.1759
Compound_465,Lot_3,98.1517,718.4967,8.749,0.7457,1.2874,3.6819,214.1618,32.0219,435.1349,0.1661
Compound_466,Lot_1,82.0786,805.9918,5.3921,2.3071,1.0549,0.8369,250.4068,58.7598,179.665,0.7
Compound_466,Lot_2,78.4924,805.1616,5.4482,2.2272,1.1169,0.874,250.0706,56.6828,173.9073,0.722
Compound_466,Lot_3,81.1962,785.411,5.0819,2.1003,1.1055,0.8776,249.152,57.6959,168.4747,0.7476
Compound_467,Lot_1,94.3585,762.6794,5.0488,2.1303,1.3813,3.6148,76.3835,89.3561,353.6697,0.7178
Compound_467,Lot_2,88.7267,771.7229,5.2575,2.2527,1.4109,3.6479,78.2647,83.9694,377.8756,0.7168
Compound_467,Lot_3,90.5213,784.1617,5.2838,2.2285,1.3585,3.6571,78.749,83.2268,376.4027,0.6752
Compound_468,Lot_1,83.7089,870.2189,7.8377,0.6961,1.1204,4.4329,64.0303,99.8456,385.6183,0.6484
Compound_468,Lot_2,90.253,835.7957,7.3823,0.7112,1.1113,4.2766,59.8362,100.1881,379.322,0.6551
Compound_468,Lot_3,84.113,855.0541,7.3667,0.6942,1.0616,4.3767,59.2799,97.1718,367.3279,0.6028
Compound_469,Lot_1,87.1522,690.1081,9.7971,1.0984,1.4059,2.0516,85.2455,10.8997,301.9114,0.9964
Compound_469,Lot_2,85.9648,704.1585,9.5693,1.1542,1.3905,2.0594,83.3484,10.5757,327.1316,1.0037
Compound_469,Lot_3,82.9455,692.5007,9.5577,1.057,1.3432,2.0549,84.8648,11.2764,302.7335,0.9981
Compound_470,Lot_1,91.2845,707.1266,4.0335,1.5626,1.1541,4.2578,174.6814,53.7855,155.298,0.9867
Compound_470,Lot_2,91.2615,700.9734,4.1275,1.5993,1.0882,4.4766,180.9158,54.756,150.1355,0.983
Compound_470,Lot_3,86.1287,690.6452,4.2941,1.5403,1.1475,4.2659,184.1309,57.34,160.1455,0.9719
Compound_471,Lot_1,84.8779,627.8167,7.172,1.749,1.045,2.1953,257.0442,27.8665,414.6898,0.6694
Compound_471,Lot_2,85.413,641.7399,7.1894,1.6202,1.1027,2.1064,257.2566,27.0485,415.5139,0.6745
Compound_471,Lot_3,82.0141,633.6117,6.8306,1.7015,1.1037,2.0926,257.967,26.5935,423.4508,0.6442
Compound_472,Lot_1,89.5382,730.5712,3.1766,2.0895,1.1493,1.5748,197.9497,96.7967,263.1421,0.8883
Compound_472,Lot_2,85.4339,715.1161,3.2835,2.0248,1.1739,1.52,207.3875,102.8362,286.8165,0.9078
Compound_472,Lot_3,89.8365,712.9295,3.4149,1.9323,1.1388,1.5985,200.8913,100.2141,263.1935,0.9135
Compound_473,Lot_1,90.5751,639.3735,2.8658,1.3497,0.917,0.0,271.8548,85.8485,406.103,0.1671
Compound_473,Lot_2,83.6505,612.6813,2.7442,1.3737,0.9222,0.0,284.1414,83.6139,380.0918,0.1689
Compound_473,Lot_3,83.026,621.8302,2.912,1.3171,0.9529,0.0,277.9447,90.2179,383.3057,0.1713
Compound_474,Lot_1,83.6677,643.3733,7.2135,2.3081,1.0605,0.626,176.7934,43.0873,244.7916,0.5981
Compound_474,Lot_2,80.7333,626.3075,7.7796,2.333,1.1467,0.5847,181.547,42.3656,244.2807,0.5919
Compound_474,Lot_3,81.2994,592.0694,7.8214,2.467,1.1269,0.6136,173.4853,39.6265,257.4805,0.625
Compound_475,Lot_1,96.084,650.8863,1.308,2.4015,0.9914,0.2688,100.6565,13.4258,249.4552,0.776
Compound_475,Lot_2,96.6719,637.9218,1.3074,2.488,0.9678,0.263,96.2825,13.2295,253.8556,0.8024
Compound_475,Lot_3,91.2875,626.4376,1.3049,2.4367,1.011,0.2585,98.8633,13.0702,265.4363,0.8356
Compound_476,Lot_1,85.9646,756.9794,6.9029,1.4653,1.3772,4.2614,51.9413,79.0034,281.7639,1.0096
Compound_476,Lot_2,84.6111,697.9591,7.0727,1.5121,1.3413,4.1714,52.5321,77.8975,295.0247,0.9565
Compound_476,Lot_3,82.6537,729.4151,7.4242,1.5403,1.3825,4.1208,52.401,77.6711,288.4905,0.997
Compound_477,Lot_1,87.5549,857.4389,7.9887,1.0085,1.2173,4.8409,268.4214,18.0446,374.5857,0.351
Compound_477,Lot_2,92.5792,880.0237,8.0228,1.0178,1.1592,5.1467,264.624,19.0381,382.3829,0.344
Compound_477,Lot_3,92.78,877.6741,7.429,1.038,1.2153,4.8938,256.064,19.0893,366.4355,0.343
Compound_478,Lot_1,76.8211,728.0997,2.963,2.1677,1.0539,4.1347,48.5202,36.1973,192.8018,0.2328
Compound_478,Lot_2,81.2797,685.0781,3.1756,2.1855,1.0303,4.0752,51.8667,38.7729,205.9649,0.2306
Compound_478,Lot_3,83.4004,691.29,3.0825,2.1326,1.0299,4.1918,48.4961,39.0815,197.487,0.243
Compound_479,Lot_1,77.3134,664.669,5.9475,1.0806,1.1186,1.8287,261.0424,93.3371,297.8149,0.3214
Compound_479,Lot_2,81.23,653.4865,6.1149,1.0263,1.1015,1.8999,275.5837,95.0407,295.4026,0.325
Compound_479,Lot_3,78.1245,645.4341,5.7411,1.1127,1.1255,1.8644,262.5148,87.9856,307.6181,0.3427
Compound_480,Lot_1,80.2203,896.8082,1.5028,1.0698,0.9607,1.6123,87.882,76.5556,143.1123,0.6231
Compound_480,Lot_2,83.5295,859.6718,1.5997,1.0767,0.992,1.5549,88.8279,77.0526,145.9421,0.6577
Compound_480,Lot_3,83.6877,919.2695,1.4791,1.0951,0.9817,1.6354,95.3525,83.018,142.0756,0.6233
Compound_481,Lot_1,78.5917,592.597,8.794,0.8603,1.3481,2.6929,68.7997,98.5953,191.6518,0.8302
Compound_481,Lot_2,83.5241,625.6163,8.8624,0.911,1.3515,2.6838,68.9075,94.2881,199.9221,0.85
Compound_481,Lot_3,80.4958,646.2844,9.0041,0.8975,1.354,2.7024,67.6259,98.4121,203.4951,0.8185
Compound_482,Lot_1,79.7129,892.343,1.1635,1.5209,1.3381,4.8159,267.2742,85.0575,454.1866,0.204
Compound_482,Lot_2,79.462,864.119,1.1264,1.5718,1.3627,4.8475,288.0391,83.0007,438.7731,0.2018
Compound_482,Lot_3,86.4963,819.7884,1.1265,1.4615,1.2757,4.7539,282.3427,84.6132,471.6347,0.1909
Compound_483,Lot_1,82.2979,711.7223,4.3914,1.2607,1.2091,0.8316,227.0346,25.8122,219.2453,0.4927
Compound_483,Lot_2,88.7998,694.5775,4.2733,1.2931,1.203,0.7775,226.2615,23.9317,219.7203,0.5121
Compound_483,Lot_3,82.6756,667.6137,4.5564,1.3125,1.1809,0.7769,219.2764,25.2664,216.3949,0.5024
Compound_484,Lot_1,95.0568,819.9241,6.5414,0.7781,1.2379,0.4611,143.2743,48.5846,117.7259,0.2635
Compound_484,Lot_2,93.9795,806.5251,6.8752,0.8165,1.2331,0.4528,149.4907,49.0674,119.4124,0.2694
Compound_484,Lot_3,93.1961,827.7381,6.9391,0.8008,1.2242,0.4603,145.3417,47.015,119.8947,0.261
Compound_485,Lot_1,95.4331,916.7184,4.2668,0.5851,0.961,1.9309,290.7806,23.0151,392.6125,0.1064
Compound_485,Lot_2,103.233,858.0377,4.0339,0.5888,0.8873,2.0373,275.4667,22.9747,398.9146,0.112
Compound_485,Lot_3,100.0001,876.1929,4.3718,0.5644,0.9322,2.056,292.4192,23.2545,386.4405,0.1035
Compound_486,Lot_1,95.0083,749.6127,8.3627,1.1703,1.2131,0.926,85.0319,93.2038,478.6563,0.92
Compound_486,Lot_2,102.0882,724.9454,8.1922,1.2184,1.236,0.9442,84.6308,96.1237,488.5123,0.8947
Compound_486,Lot_3,103.74,679.7727,8.215,1.2321,1.2552,1.0017,87.2878,91.9799,453.7823,0.8925
Compound_487,Lot_1,96.2704,806.4529,1.6369,1.2016,0.9808,3.0581,137.1293,22.8416,328.3752,0.7899
Compound_487,Lot_2,89.0933,851.8192,1.6505,1.1937,1.0233,3.324,144.279,24.4395,334.8247,0.8452
Compound_487,Lot_3,94.9419,828.998,1.5563,1.1914,0.9829,3.1144,138.9951,23.7904,353.0216,0.822
Compound_488,Lot_1,89.1423,627.527,2.8219,0.964,1.0461,3.1755,199.6047,72.1603,252.6225,0.8614
Compound_488,Lot_2,86.1262,638.0826,2.827,1.0084,1.0094,3.0845,197.6103,73.0159,242.9794,0.7982
Compound_488,Lot_3,83.5822,651.6682,2.9065,1.0107,1.0285,3.3196,195.3487,73.5395,234.2348,0.8411
Compound_489,Lot_1,88.0307,767.4346,8.2383,0.8848,0.9159,4.2945,139.7104,69.9033,114.2917,0.6623
Compound_489,Lot_2,81.3745,757.0513,7.943,0.8306,0.8819,4.5681,132.5874,73.9908,113.5318,0.6955
Compound_489,Lot_3,85.3123,706.67,8.1009,0.8397,0.8463,4.3712,133.7606,73.1877,111.2204,0.7185
Compound_490,Lot_1,83.2592,589.5688,6.5125,0.9311,1.1018,0.4002,86.6864,36.3137,134.2009,0.9045
Compound_490,Lot_2,82.1424,591.0364,6.4933,0.9457,1.1009,0.391,83.3002,35.845,133.958,0.8685
Compound_490,Lot_3,83.2269,605.8563,6.367,1.0094,1.1078,0.3877,83.5262,37.314,140.0398,0.953
Compound_491,Lot_1,76.1685,738.7276,2.1594,1.1568,1.3846,0.8246,285.3084,27.3068,396.1978,0.528
Compound_491,Lot_2,82.0189,763.1379,2.1822,1.1063,1.3775,0.7905,290.5218,29.0733,391.9514,0.5487
Compound_491,Lot_3,80.3144,720.1958,2.136,1.1132,1.4926,0.8254,280.1359,28.4879,404.6615,0.5241
Compound_492,Lot_1,100.5474,744.9,5.8118,0.9292,0.9225,4.5452,125.4517,41.8957,407.1075,0.3386
Compound_492,Lot_2,96.3597,798.6268,5.7127,0.8933,0.9223,4.5926,131.6642,42.7814,420.4412,0.3371
Compound_492,Lot_3,97.9679,778.1893,5.5588,0.915,0.9171,4.652,135.5495,45.117,399.5765,0.3494
